antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,CustomerSegment
frozenset({'20726'}),frozenset({'20725'}),0.04509000178221351,0.07307075387631438,0.024558902156478345,0.5446640316205533,7.453926540055914,1.0,0.021264141733967644,2.035703986712608,0.9067268346885494,0.26237623762376233,0.5087694446112141,0.4403807962980815,1
frozenset({'20725'}),frozenset({'20727'}),0.07307075387631438,0.056175369809303155,0.029192657280342184,0.3995121951219512,7.111874767859353,1.0,0.025087880659095653,1.5717631940624925,0.9271366758388485,0.2917705735660847,0.36377184312649047,0.45959112294168625,1
frozenset({'20727'}),frozenset({'20725'}),0.056175369809303155,0.07307075387631438,0.029192657280342184,0.5196700507614213,7.111874767859352,1.0,0.025087880659095653,1.9297760791161538,0.9105400224777845,0.2917705735660847,0.4818051633959497,0.45959112294168625,1
frozenset({'20728'}),frozenset({'20725'}),0.05186241311709143,0.07307075387631438,0.026412404206023882,0.5092783505154639,6.9696605481518725,1.0,0.022622778581713156,1.8889104385293594,0.9033720434689964,0.26808972503617945,0.47059427508984186,0.4353708825748051,1
frozenset({'20725'}),frozenset({'20728'}),0.07307075387631438,0.05186241311709143,0.026412404206023882,0.36146341463414633,6.9696605481518725,1.0,0.022622778581713156,1.4848602391978325,0.9240413903585964,0.26808972503617945,0.32653594351732984,0.4353708825748051,1
frozenset({'20914'}),frozenset({'20725'}),0.049973266797362324,0.07307075387631438,0.010158617002316878,0.20328102710413695,2.781975227027591,1.0,0.0065070327237714215,1.1634331271847873,0.6742369938277578,0.08999052731291443,0.14047487850054075,0.1711527086740197,1
frozenset({'20725'}),frozenset({'20914'}),0.07307075387631438,0.049973266797362324,0.010158617002316878,0.13902439024390242,2.781975227027591,1.0,0.0065070327237714215,1.103430483323177,0.6910378233605549,0.08999052731291443,0.09373538694678582,0.1711527086740197,1
frozenset({'20725'}),frozenset({'21212'}),0.07307075387631438,0.0690429513455712,0.013366601318837996,0.18292682926829268,2.6494642205069443,1.0,0.008321580814171413,1.139380268502435,0.6716426328270203,0.10382059800664449,0.12232989490473815,0.18826258861452838,1
frozenset({'21212'}),frozenset({'20725'}),0.0690429513455712,0.07307075387631438,0.013366601318837996,0.19359834796076406,2.6494642205069443,1.0,0.008321580814171413,1.1494634761469775,0.6687367588125684,0.10382059800664449,0.1300289041353292,0.18826258861452838,1
frozenset({'21931'}),frozenset({'20725'}),0.04826234182855106,0.07307075387631438,0.014970593477098556,0.310192023633678,4.2450913283135785,1.0,0.01144402777584995,1.343749677999433,0.8031980253994411,0.14075067024128685,0.25581377516027054,0.2575350362070829,1
frozenset({'20725'}),frozenset({'21931'}),0.07307075387631438,0.04826234182855106,0.014970593477098556,0.2048780487804878,4.2450913283135785,1.0,0.01144402777584995,1.1969706743874051,0.8246948846833484,0.14075067024128685,0.16455764422817815,0.2575350362070829,1
frozenset({'20725'}),frozenset({'22355'}),0.07307075387631438,0.033469969702370345,0.010764569595437534,0.14731707317073173,4.4014701680563135,1.0,0.00831889367706793,1.1335163398799433,0.833724029128377,0.11239300334946037,0.11778951496551404,0.23446790825735736,1
frozenset({'22355'}),frozenset({'20725'}),0.033469969702370345,0.07307075387631438,0.010764569595437534,0.321618743343983,4.4014701680563135,1.0,0.00831889367706793,1.3663839279594048,0.7995645883420653,0.11239300334946037,0.26814127454395087,0.23446790825735736,1
frozenset({'22356'}),frozenset({'20725'}),0.031117447870254857,0.07307075387631438,0.01047941543396899,0.33676975945017185,4.608817366524181,1.0,0.008205640059382555,1.3975979824973706,0.8081728755073511,0.11182959300114112,0.2844866603105007,0.24009219679825666,1
frozenset({'20725'}),frozenset({'22356'}),0.07307075387631438,0.031117447870254857,0.01047941543396899,0.14341463414634145,4.60881736652418,1.0,0.008205640059382555,1.1310986514043153,0.8447512056158745,0.11182959300114112,0.1159038172678835,0.24009219679825666,1
frozenset({'20725'}),frozenset({'22382'}),0.07307075387631438,0.055391195865264656,0.02630547139547318,0.36,6.499227799227799,1.0,0.022257994955487703,1.475951256460524,0.9128372748830352,0.25750174459176556,0.3224708501565979,0.41745173745173747,1
frozenset({'22382'}),frozenset({'20725'}),0.055391195865264656,0.07307075387631438,0.02630547139547318,0.47490347490347495,6.4992277992278,1.0,0.022257994955487703,1.7652549613679016,0.8957523615461053,0.25750174459176556,0.433509593863372,0.41745173745173747,1
frozenset({'22383'}),frozenset({'20725'}),0.05966850828729282,0.07307075387631438,0.03019069684548209,0.505973715651135,6.924435411020777,1.0,0.02583067396225449,1.8762751608356105,0.9098747636297043,0.2944038929440389,0.46702913257422,0.45957222367922607,1
frozenset({'20725'}),frozenset({'22383'}),0.07307075387631438,0.05966850828729282,0.03019069684548209,0.4131707317073171,6.924435411020777,1.0,0.02583067396225449,1.6023936475569824,0.923030422584704,0.2944038929440389,0.3759336218509072,0.45957222367922607,1
frozenset({'20725'}),frozenset({'22384'}),0.07307075387631438,0.054357512029941185,0.03068971662805204,0.42,7.726622950819672,1.0,0.02671777224518341,1.6304180827069976,0.9392058303806045,0.317243920412675,0.3866603844704109,0.49229508196721306,1
frozenset({'22384'}),frozenset({'20725'}),0.054357512029941185,0.07307075387631438,0.03068971662805204,0.5645901639344262,7.726622950819671,1.0,0.02671777224518341,2.128866114967802,0.9206199630247878,0.317243920412675,0.5302663737427543,0.49229508196721306,1
frozenset({'20725'}),frozenset({'22386'}),0.07307075387631438,0.04883265015148815,0.014578506505079308,0.1995121951219512,4.085631119814847,1.0,0.011010267944731752,1.188234653985039,0.8147760751294302,0.1358352706741946,0.15841538820109952,0.24902617055367632,1
frozenset({'22386'}),frozenset({'20725'}),0.04883265015148815,0.07307075387631438,0.014578506505079308,0.29854014598540146,4.085631119814848,1.0,0.011010267944731752,1.321428789999427,0.7940135594431641,0.1358352706741946,0.2432433684145525,0.24902617055367632,1
frozenset({'22411'}),frozenset({'20725'}),0.047798966316164676,0.07307075387631438,0.011905186241311708,0.24906785980611482,3.408584783834415,1.0,0.008412479738080998,1.234371518422902,0.7420944589820135,0.10925744193653908,0.18987113273834075,0.20599734453720375,1
frozenset({'20725'}),frozenset({'22411'}),0.07307075387631438,0.047798966316164676,0.011905186241311708,0.16292682926829266,3.408584783834415,1.0,0.008412479738080998,1.1375361999136726,0.762326913179985,0.10925744193653908,0.12090709721950851,0.20599734453720375,1
frozenset({'20725'}),frozenset({'22662'}),0.07307075387631438,0.02662626982712529,0.014043842452325789,0.19219512195121952,7.218251869265681,1.0,0.01209824084314358,1.2049614413371939,0.9293722312284732,0.16396171452351227,0.17009792538235913,0.3598191138537892,1
frozenset({'22662'}),frozenset({'20725'}),0.02662626982712529,0.07307075387631438,0.014043842452325789,0.5274431057563588,7.21825186926568,1.0,0.01209824084314358,1.9615188296158448,0.8850272767356249,0.16396171452351227,0.4901909760428627,0.3598191138537892,1
frozenset({'23206'}),frozenset({'20725'}),0.026875779718410264,0.07307075387631438,0.01222598467296382,0.45490716180371354,6.22557093873326,1.0,0.010262151187925821,1.7004979357110923,0.8625539725955423,0.13937423811458755,0.4119369515248292,0.3111121174872226,1
frozenset({'20725'}),frozenset({'23206'}),0.07307075387631438,0.026875779718410264,0.01222598467296382,0.1673170731707317,6.225570938733259,1.0,0.010262151187925821,1.1686611901448498,0.9055407039350472,0.13937423811458755,0.14432000614647367,0.3111121174872226,1
frozenset({'23209'}),frozenset({'20725'}),0.032685795758331845,0.07307075387631438,0.01350917839957227,0.41330425299890955,5.6562199111631255,1.0,0.011120802662463722,1.5799147187647207,0.8510197367077796,0.14644513137557963,0.36705444406400334,0.2990911508896987,1
frozenset({'20725'}),frozenset({'23209'}),0.07307075387631438,0.032685795758331845,0.01350917839957227,0.1848780487804878,5.6562199111631255,1.0,0.011120802662463722,1.1867110225585993,0.8880974279859921,0.14644513137557963,0.15733486839621877,0.2990911508896987,1
frozenset({'85099B'}),frozenset({'20725'}),0.09003742648369274,0.07307075387631438,0.024416325075744073,0.27117973079968327,3.7111938280902996,1.0,0.01783722244549741,1.271821442535812,0.8028296430022476,0.17604728861475197,0.21372610450240775,0.30266303613154893,1
frozenset({'20725'}),frozenset({'85099B'}),0.07307075387631438,0.09003742648369274,0.024416325075744073,0.3341463414634146,3.7111938280902996,1.0,0.01783722244549741,1.366610458394454,0.7881345109096088,0.17604728861475197,0.2682625880275803,0.30266303613154893,1
frozenset({'85099C'}),frozenset({'20725'}),0.038887898770272676,0.07307075387631438,0.010515059704152558,0.2703941338221815,3.7004426460396598,1.0,0.007673491624342934,1.27045201949867,0.7592892217872418,0.10365425158116656,0.21287857813425504,0.20714828642328587,1
frozenset({'20725'}),frozenset({'85099C'}),0.07307075387631438,0.038887898770272676,0.010515059704152558,0.14390243902439023,3.7004426460396593,1.0,0.007673491624342934,1.1226665569919891,0.7872899279473634,0.10365425158116656,0.10926357094011525,0.20714828642328587,1
frozenset({'85099F'}),frozenset({'20725'}),0.04181072892532525,0.07307075387631438,0.011085368027089645,0.2651321398124467,3.628430332896679,1.0,0.008030226544397905,1.2613549950151777,0.7560079767453377,0.10679945054945054,0.20720177590610236,0.2084197284428087,1
frozenset({'20725'}),frozenset({'85099F'}),0.07307075387631438,0.04181072892532525,0.011085368027089645,0.15170731707317073,3.6284303328966794,1.0,0.008030226544397905,1.1295503195532395,0.7815038043017946,0.10679945054945054,0.11469194183795121,0.2084197284428087,1
frozenset({'20725'}),frozenset({'85123A'}),0.07307075387631438,0.1313847798966316,0.01454286223489574,0.19902439024390242,1.5148207456030067,1.0,0.0049424773199752345,1.084446529361696,0.3666470625935435,0.07657657657657657,0.07787062531464906,0.1548567420562974,1
frozenset({'85123A'}),frozenset({'20725'}),0.1313847798966316,0.07307075387631438,0.01454286223489574,0.11068909386869236,1.5148207456030067,1.0,0.0049424773199752345,1.042300549485023,0.3912617203309574,0.07657657657657657,0.040583831128097055,0.1548567420562974,1
frozenset({'20726'}),frozenset({'20727'}),0.04509000178221351,0.056175369809303155,0.019390482979860988,0.4300395256916996,7.655303866294818,1.0,0.016857535455043007,1.655947513441375,0.9104225676832884,0.23683064867218112,0.3961161257328688,0.3876085953331595,1
frozenset({'20727'}),frozenset({'20726'}),0.056175369809303155,0.04509000178221351,0.019390482979860988,0.3451776649746193,7.655303866294819,1.0,0.016857535455043007,1.4582734081310382,0.9211156232574982,0.23683064867218112,0.3142575360531148,0.3876085953331595,1
frozenset({'20728'}),frozenset({'20726'}),0.05186241311709143,0.04509000178221351,0.019818214222063802,0.38213058419243984,8.474840742702687,1.0,0.017479737922184255,1.5454883730888533,0.9302486206523503,0.25693160813308685,0.3529553392877529,0.4108281379460223,1
frozenset({'20726'}),frozenset({'20728'}),0.04509000178221351,0.05186241311709143,0.019818214222063802,0.43952569169960476,8.474840742702687,1.0,0.017479737922184255,1.691670024551311,0.9236511127044612,0.25693160813308685,0.4088681684448275,0.4108281379460223,1
frozenset({'22382'}),frozenset({'20726'}),0.055391195865264656,0.04509000178221351,0.022028158973445018,0.39768339768339767,8.819768950203732,1.0,0.019530569853161296,1.5853954457590171,0.9386090211653488,0.2807814629713767,0.36924254281477126,0.4431104735452561,1
frozenset({'20726'}),frozenset({'22382'}),0.04509000178221351,0.055391195865264656,0.022028158973445018,0.48853754940711464,8.819768950203734,1.0,0.019530569853161296,1.8468781100934164,0.9284836756216093,0.2807814629713767,0.45854575105153017,0.4431104735452561,1
frozenset({'22383'}),frozenset({'20726'}),0.05966850828729282,0.04509000178221351,0.02078060951702014,0.3482676224611709,7.723832528180355,1.0,0.018090156372004087,1.465187293324083,0.9257699044409464,0.24745331069609514,0.3174933985870903,0.4045685938392811,1
frozenset({'20726'}),frozenset({'22383'}),0.04509000178221351,0.05966850828729282,0.02078060951702014,0.46086956521739136,7.723832528180355,1.0,0.018090156372004087,1.7441632507574407,0.9116362765605303,0.24745331069609514,0.4266591733510449,0.4045685938392811,1
frozenset({'22384'}),frozenset({'20726'}),0.054357512029941185,0.04509000178221351,0.018356799144537514,0.33770491803278685,7.48957428886153,1.0,0.015905818830230775,1.4418195517644796,0.9162882100864016,0.22637362637362635,0.30643193263941154,0.3724097712693578,1
frozenset({'20726'}),frozenset({'22384'}),0.04509000178221351,0.054357512029941185,0.018356799144537514,0.40711462450592883,7.48957428886153,1.0,0.015905818830230775,1.5949836630428325,0.9073955286895198,0.22637362637362635,0.37303433058853497,0.3724097712693578,1
frozenset({'22662'}),frozenset({'20726'}),0.02662626982712529,0.04509000178221351,0.011156656567456782,0.4190093708165998,9.292733516410836,1.0,0.009956078013498005,1.6435893287296925,0.9168000014975307,0.1842260153031195,0.3915755094535165,0.33322010042806277,1
frozenset({'20726'}),frozenset({'22662'}),0.04509000178221351,0.02662626982712529,0.011156656567456782,0.24743083003952573,9.292733516410836,1.0,0.009956078013498005,1.2934010175091246,0.9345268548299578,0.1842260153031195,0.22684458535077245,0.33322010042806277,1
frozenset({'85099B'}),frozenset({'20726'}),0.09003742648369274,0.04509000178221351,0.010871502405988238,0.12074425969912907,2.677849965105981,1.0,0.0068117146853726145,1.086043518909558,0.6885624770030098,0.0874928284566839,0.07922658476517604,0.18092548953335902,1
frozenset({'20726'}),frozenset({'85099B'}),0.04509000178221351,0.09003742648369274,0.010871502405988238,0.24110671936758896,2.677849965105981,1.0,0.0068117146853726145,1.199065266143884,0.6561519774322447,0.0874928284566839,0.1660170399098166,0.18092548953335902,1
frozenset({'20728'}),frozenset({'20727'}),0.05186241311709143,0.056175369809303155,0.022277668864729993,0.42955326460481097,7.646647740157342,1.0,0.019364278628674528,1.6545359481053783,0.9167696240601504,0.25976724854530336,0.3956009229384785,0.4130634343328623,1
frozenset({'20727'}),frozenset({'20728'}),0.056175369809303155,0.05186241311709143,0.022277668864729993,0.3965736040609137,7.646647740157342,1.0,0.019364278628674528,1.5712564005546414,0.9209589486007781,0.25976724854530336,0.36356663390710275,0.4130634343328623,1
frozenset({'21931'}),frozenset({'20727'}),0.04826234182855106,0.056175369809303155,0.011014079486722509,0.22821270310192024,4.062504686246429,1.0,0.008302924586640652,1.222907702658568,0.7920737729784552,0.11789393361312475,0.1822767999367186,0.21213934647481797,1
frozenset({'20727'}),frozenset({'21931'}),0.056175369809303155,0.04826234182855106,0.011014079486722509,0.19606598984771573,4.062504686246429,1.0,0.008302924586640652,1.1838504729899002,0.7987145214055567,0.11789393361312475,0.1552987283314357,0.21213934647481797,1
frozenset({'22382'}),frozenset({'20727'}),0.055391195865264656,0.056175369809303155,0.02359650686152201,0.425997425997426,7.583348849211793,1.0,0.020484885949611224,1.644286407305317,0.9190387958910745,0.26823338735818475,0.39183344485659527,0.4230240937093729,1
frozenset({'20727'}),frozenset({'22382'}),0.056175369809303155,0.055391195865264656,0.02359650686152201,0.4200507614213198,7.583348849211794,1.0,0.020484885949611224,1.6287784193833075,0.919802376596902,0.26823338735818475,0.3860429459897788,0.4230240937093729,1
frozenset({'22383'}),frozenset({'20727'}),0.05966850828729282,0.056175369809303155,0.026376759935840315,0.4420549581839905,7.86919533746945,1.0,0.02302485941683217,1.691608598436003,0.9283132721440595,0.2948207171314742,0.4088467031176348,0.45579905269605614,1
frozenset({'20727'}),frozenset({'22383'}),0.056175369809303155,0.05966850828729282,0.026376759935840315,0.46954314720812185,7.869195337469449,1.0,0.02302485941683217,1.7726823336593618,0.9248775419174604,0.2948207171314742,0.43588313539759144,0.45579905269605614,1
frozenset({'22384'}),frozenset({'20727'}),0.054357512029941185,0.056175369809303155,0.025236143289966137,0.4642622950819672,8.264516934343014,1.0,0.022182589949770546,1.7617289608822677,0.9295276001371436,0.2958629335562056,0.4323757954803652,0.4567504368810851,1
frozenset({'20727'}),frozenset({'22384'}),0.056175369809303155,0.054357512029941185,0.025236143289966137,0.449238578680203,8.264516934343014,1.0,0.022182589949770546,1.7169729965907978,0.9313179210558713,0.2958629335562056,0.4175796579296304,0.4567504368810851,1
frozenset({'22386'}),frozenset({'20727'}),0.04883265015148815,0.056175369809303155,0.010336838353234717,0.2116788321167883,3.7681787024343247,1.0,0.007593646172206547,1.1972590216307912,0.7723349679853722,0.1091867469879518,0.16475885173293917,0.19784449220052613,1
frozenset({'20727'}),frozenset({'22386'}),0.056175369809303155,0.04883265015148815,0.010336838353234717,0.18401015228426396,3.768178702434325,1.0,0.007593646172206547,1.1656607646666055,0.7783435409452644,0.1091867469879518,0.14211747507345043,0.19784449220052613,1
frozenset({'22662'}),frozenset({'20727'}),0.02662626982712529,0.056175369809303155,0.011655676350026734,0.43775100401606426,7.792578945222514,1.0,0.01015993579584568,1.678659520839168,0.8955170578773165,0.16382765531062124,0.4042865824869022,0.3226191568303671,1
frozenset({'20727'}),frozenset({'22662'}),0.056175369809303155,0.02662626982712529,0.011655676350026734,0.20748730964467005,7.792578945222514,1.0,0.01015993579584568,1.22821216873695,0.9235537526535655,0.16382765531062124,0.1858084250798747,0.3226191568303671,1
frozenset({'23206'}),frozenset({'20727'}),0.026875779718410264,0.056175369809303155,0.010194261272500445,0.37931034482758624,6.752253632067216,1.0,0.008684504407905379,1.5206063486405674,0.8754291384597965,0.13992172211350293,0.34236760165179697,0.2803912130229302,1
frozenset({'20727'}),frozenset({'23206'}),0.056175369809303155,0.026875779718410264,0.010194261272500445,0.1814720812182741,6.752253632067215,1.0,0.008684504407905379,1.188871140437043,0.9026054952638282,0.13992172211350293,0.15886594771541995,0.2803912130229302,1
frozenset({'23209'}),frozenset({'20727'}),0.032685795758331845,0.056175369809303155,0.01083585813580467,0.331515812431843,5.901444237167104,1.0,0.008999721471569026,1.411887742063408,0.8586144501204371,0.13887619917770672,0.291728392982188,0.26220460672353574,1
frozenset({'20727'}),frozenset({'23209'}),0.056175369809303155,0.032685795758331845,0.01083585813580467,0.19289340101522842,5.901444237167103,1.0,0.008999721471569026,1.1984962153182932,0.8799833433048234,0.13887619917770672,0.16562106144455133,0.26220460672353574,1
frozenset({'85099B'}),frozenset({'20727'}),0.09003742648369274,0.056175369809303155,0.014721083585813581,0.16349960411718134,2.9105211887738087,1.0,0.009663197856414195,1.1283014746150972,0.7213691460606401,0.11195445920303608,0.11371205081413659,0.21277772084031657,1
frozenset({'20727'}),frozenset({'85099B'}),0.056175369809303155,0.09003742648369274,0.014721083585813581,0.2620558375634518,2.9105211887738087,1.0,0.009663197856414195,1.2331049147564062,0.6954882333087383,0.11195445920303608,0.18903899576335306,0.21277772084031657,1
frozenset({'20727'}),frozenset({'85123A'}),0.056175369809303155,0.1313847798966316,0.011691320620210301,0.20812182741116753,1.5840634476452267,1.0,0.0043107320222031216,1.0969051176946383,0.3906574837492021,0.06647750304012971,0.08834412031762917,0.14855358869201893,1
frozenset({'85123A'}),frozenset({'20727'}),0.1313847798966316,0.056175369809303155,0.011691320620210301,0.08898534997287033,1.5840634476452267,1.0,0.0043107320222031216,1.0360147667906219,0.4244827244529986,0.06647750304012971,0.03476279291094366,0.14855358869201893,1
