antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'20713'}),frozenset({'85099B'}),0.02488571505856258,0.08818199031621088,0.013633043901647325,0.5478260869565217,6.212448652974126,1.0,0.011438572017341176,2.0165205983391488,0.860445680856788,0.13710554951033732,0.5040963128154395,0.35121365697519336
frozenset({'85099B'}),frozenset({'20713'}),0.08818199031621088,0.02488571505856258,0.013633043901647325,0.15460122699386503,6.212448652974126,1.0,0.011438572017341176,1.1534370714474187,0.9201758091075484,0.13710554951033732,0.13302595802203104,0.35121365697519336
frozenset({'20723'}),frozenset({'20719'}),0.026725093997673727,0.02872677107847115,0.010873975492980605,0.4068825910931174,14.163881836272559,1.0,0.010106249835658809,1.6375732938130898,0.95491816369087,0.24393203883495143,0.3893403099707984,0.3927068322697226
frozenset({'20719'}),frozenset({'20723'}),0.02872677107847115,0.026725093997673727,0.010873975492980605,0.3785310734463277,14.163881836272559,1.0,0.010106249835658809,1.5660878032946521,0.9568861349531065,0.24393203883495143,0.3614661975553011,0.3927068322697226
frozenset({'20724'}),frozenset({'20719'}),0.04043928697016419,0.02872677107847115,0.015364224079634288,0.379933110367893,13.225750618823575,1.0,0.01420253394026578,1.5664007305692402,0.9633469900986797,0.28557063851181497,0.36159376046984254,0.4573865175191631
frozenset({'20719'}),frozenset({'20724'}),0.02872677107847115,0.04043928697016419,0.015364224079634288,0.5348399246704332,13.225750618823575,1.0,0.01420253394026578,2.0628612899548293,0.9517300561662227,0.28557063851181497,0.5152364316158664,0.4573865175191631
frozenset({'22355'}),frozenset({'20719'}),0.03221618112472612,0.02872677107847115,0.01295680164462117,0.40218303946263645,14.000286992367426,1.0,0.0120313347844286,1.6247000219740744,0.959483796564549,0.27001127395715896,0.3845017624946168,0.42660941050344625
frozenset({'20719'}),frozenset({'22355'}),0.02872677107847115,0.03221618112472612,0.01295680164462117,0.4510357815442561,14.000286992367426,1.0,0.0120313347844286,1.7629269565103614,0.9560367414010201,0.27001127395715896,0.4327615240625413,0.42660941050344625
frozenset({'22356'}),frozenset({'20719'}),0.029971056831399282,0.02872677107847115,0.011739565581974086,0.39169675090252704,13.63525158579616,1.0,0.01087859389339863,1.5966924890876173,0.9552917903574697,0.24999999999999997,0.3737053272096115,0.40017982554542547
frozenset({'20719'}),frozenset({'22356'}),0.02872677107847115,0.029971056831399282,0.011739565581974086,0.4086629001883239,13.63525158579616,1.0,0.01087859389339863,1.6403992637660096,0.9540679782217734,0.24999999999999997,0.39039231357357984,0.40017982554542547
frozenset({'20724'}),frozenset({'20723'}),0.04043928697016419,0.026725093997673727,0.01606751602694149,0.39732441471571905,14.867091384236252,1.0,0.014986772281464951,1.6149234011914293,0.9720462029477083,0.31445209105346744,0.3807755839922576,0.49926949480725225
frozenset({'20723'}),frozenset({'20724'}),0.026725093997673727,0.04043928697016419,0.01606751602694149,0.6012145748987854,14.867091384236252,1.0,0.014986772281464951,2.4062080824199943,0.958349323347517,0.31445209105346744,0.5844083446871849,0.49926949480725225
frozenset({'20723'}),frozenset({'22355'}),0.026725093997673727,0.03221618112472612,0.012091211555627687,0.4524291497975708,14.04353756411956,1.0,0.011230231086823299,1.767412963121572,0.9542965349534774,0.25808314087759815,0.4342012756125663,0.41387200562926396
frozenset({'22355'}),frozenset({'20723'}),0.03221618112472612,0.026725093997673727,0.012091211555627687,0.37531486146095716,14.04353756411956,1.0,0.011230231086823299,1.5580247487214658,0.9597110968796766,0.25808314087759815,0.35816167180873587,0.41387200562926396
frozenset({'22356'}),frozenset({'20723'}),0.029971056831399282,0.026725093997673727,0.012280559387595012,0.4097472924187725,15.331930823309312,1.0,0.011479580076566244,1.6489122260712192,0.963658506713452,0.27649208282582216,0.39353958070730666,0.43463073122962914
frozenset({'20723'}),frozenset({'22356'}),0.026725093997673727,0.029971056831399282,0.012280559387595012,0.45951417004048584,15.331930823309314,1.0,0.011479580076566244,1.7947351982220554,0.9604446154706957,0.27649208282582216,0.4428147389148859,0.43463073122962914
frozenset({'20724'}),frozenset({'20725'}),0.04043928697016419,0.06976115123481837,0.013308447618274771,0.3290969899665552,4.717482210963,1.0,0.010487356404120927,1.3865474365941641,0.821232577987955,0.1373534338358459,0.2787841413804472,0.2599343034361663
frozenset({'20725'}),frozenset({'20724'}),0.06976115123481837,0.04043928697016419,0.013308447618274771,0.19077161690577743,4.717482210963,1.0,0.010487356404120927,1.1857724383823414,0.8471184783816433,0.1373534338358459,0.15666786675846214,0.2599343034361663
frozenset({'20724'}),frozenset({'22355'}),0.04043928697016419,0.03221618112472612,0.016040466336660446,0.39665551839464885,12.312307186844478,1.0,0.01473766694307486,1.604031939266668,0.9575011164151196,0.28332537028189203,0.3765710173718982,0.44727822099413383
frozenset({'22355'}),frozenset({'20724'}),0.03221618112472612,0.04043928697016419,0.016040466336660446,0.4979009235936188,12.312307186844478,1.0,0.01473766694307486,1.9110983431748068,0.9493653810640603,0.28332537028189203,0.47674069020500914,0.44727822099413383
frozenset({'22356'}),frozenset({'20724'}),0.029971056831399282,0.04043928697016419,0.019015932267575537,0.6344765342960289,15.689607355444744,1.0,0.017803924099571482,2.6251685679927363,0.9651913467214945,0.37000000000000005,0.619072080858936,0.5523553240042017
frozenset({'20724'}),frozenset({'22356'}),0.04043928697016419,0.029971056831399282,0.019015932267575537,0.4702341137123746,15.689607355444744,1.0,0.017803924099571482,1.8310521086326492,0.9757210036866301,0.37000000000000005,0.4538658974884353,0.5523553240042017
frozenset({'20724'}),frozenset({'85099B'}),0.04043928697016419,0.08818199031621088,0.014174037707268251,0.3505016722408027,3.974753472720931,1.0,0.01060802089527076,1.4038804577520752,0.7799528049142108,0.12384779012053887,0.28768863867424826,0.25561893427991056
frozenset({'85099B'}),frozenset({'20724'}),0.08818199031621088,0.04043928697016419,0.014174037707268251,0.1607361963190184,3.9747534727209306,1.0,0.01060802089527076,1.1433362297066025,0.8207910588129792,0.12384779012053887,0.12536664717025967,0.25561893427991056
frozenset({'20725'}),frozenset({'20726'}),0.06976115123481837,0.042873759095458354,0.023154534880575617,0.3319115936409461,7.741602337736364,1.0,0.020163612088312178,1.4326341121838728,0.9361335274598953,0.25876662636033854,0.30198506967307637,0.43598734256179794
frozenset({'20726'}),frozenset({'20725'}),0.042873759095458354,0.06976115123481837,0.023154534880575617,0.5400630914826499,7.741602337736364,1.0,0.020163612088312178,2.0225357685772467,0.9098358582790469,0.25876662636033854,0.5055711668805491,0.43598734256179794
frozenset({'20725'}),frozenset({'20727'}),0.06976115123481837,0.05401823149124942,0.0272931374935757,0.3912369135323769,7.242682752317697,1.0,0.023524763477077222,1.5539407522191515,0.9265680696932033,0.2828707597420802,0.356474821467987,0.44824740018131115
frozenset({'20727'}),frozenset({'20725'}),0.05401823149124942,0.06976115123481837,0.0272931374935757,0.5052578868302454,7.242682752317697,1.0,0.023524763477077222,1.880249980753105,0.9111482304915148,0.2828707597420802,0.4681558248975674,0.44824740018131115
frozenset({'20728'}),frozenset({'20725'}),0.04860829343504017,0.06976115123481837,0.024425870323784793,0.5025041736227045,7.203209303861094,1.0,0.021034899814196525,1.869842518155516,0.9051718503052676,0.26000575871004894,0.46519560321773085,0.426319942569398
frozenset({'20725'}),frozenset({'20728'}),0.06976115123481837,0.04860829343504017,0.024425870323784793,0.35013571151609146,7.203209303861094,1.0,0.021034899814196525,1.4639852095650545,0.9257547054067135,0.26000575871004894,0.31693298985097196,0.426319942569398
frozenset({'20725'}),frozenset({'21212'}),0.06976115123481837,0.06784062322486407,0.012767453812653845,0.1830166731291198,2.697744572930793,1.0,0.008034813835999771,1.1409772343156506,0.6765144085046402,0.10227518959913326,0.1235583235805818,0.18560722013712766
frozenset({'21212'}),frozenset({'20725'}),0.06784062322486407,0.06976115123481837,0.012767453812653845,0.18819776714513556,2.697744572930793,1.0,0.008034813835999771,1.1458934345299978,0.6751205858354248,0.10227518959913326,0.1273185011220854,0.18560722013712766
frozenset({'21931'}),frozenset({'20725'}),0.046363169141713324,0.06976115123481837,0.013146149476588494,0.28354725787631274,4.064543845067625,1.0,0.009911801422367967,1.2983952661103593,0.7906258517456298,0.1276595744680851,0.22981851050972393,0.23599619582454645
frozenset({'20725'}),frozenset({'21931'}),0.06976115123481837,0.046363169141713324,0.013146149476588494,0.18844513377278013,4.064543845067625,1.0,0.009911801422367967,1.1750737633939423,0.810512195501372,0.1276595744680851,0.14898959439642345,0.23599619582454645
frozenset({'20725'}),frozenset({'22382'}),0.06976115123481837,0.05190835564932782,0.023966025589007005,0.3435440093059325,6.61827956228818,1.0,0.02034483894020351,1.4442577382045976,0.9125649090862546,0.24529346622369877,0.30760280970131293,0.4026214053825129
frozenset({'22382'}),frozenset({'20725'}),0.05190835564932782,0.06976115123481837,0.023966025589007005,0.46169880145909326,6.618279562288181,1.0,0.02034483894020351,1.728101017212375,0.8953810905414066,0.24529346622369877,0.4213301247787502,0.4026214053825129
frozenset({'22383'}),frozenset({'20725'}),0.05420757932321675,0.06976115123481837,0.026400497714301172,0.4870259481037924,6.981334732628577,1.0,0.022618914575060836,1.8134228141297897,0.9058657017673412,0.27058497366232326,0.44855662330471363,0.43273360220234214
frozenset({'20725'}),frozenset({'22383'}),0.06976115123481837,0.05420757932321675,0.026400497714301172,0.3784412563008918,6.981334732628578,1.0,0.022618914575060836,1.521646071693964,0.9210117552281211,0.27058497366232326,0.3428169542167216,0.43273360220234214
frozenset({'22384'}),frozenset({'20725'}),0.04990667856853039,0.06976115123481837,0.0276447834672293,0.5539295392953929,7.940372678639542,1.0,0.024163236115982582,2.0854078687384687,0.9199741826051667,0.3004115226337449,0.5204774974763414,0.47510358314129864
frozenset({'20725'}),frozenset({'22384'}),0.06976115123481837,0.04990667856853039,0.0276447834672293,0.3962776269872043,7.940372678639543,1.0,0.024163236115982582,1.5737255465457676,0.9396095722542562,0.3004115226337449,0.36456518597226845,0.47510358314129864
frozenset({'20725'}),frozenset({'22386'}),0.06976115123481837,0.04779680272660878,0.01257810598068652,0.18030244280728963,3.7722699536744146,1.0,0.009243745997134787,1.1616518664938864,0.7900203547542891,0.1198144808039165,0.13915689472594428,0.22173016877206586
frozenset({'22386'}),frozenset({'20725'}),0.04779680272660878,0.06976115123481837,0.01257810598068652,0.2631578947368421,3.772269953674414,1.0,0.009243745997134787,1.2624670090384607,0.7717970569853986,0.1198144808039165,0.20790009335639187,0.22173016877206586
frozenset({'22411'}),frozenset({'20725'}),0.045443479672157755,0.06976115123481837,0.01033298168735968,0.22738095238095238,3.25942087187725,1.0,0.0071627922293138885,1.2040071386174922,0.7261979950443599,0.09852979107557389,0.16944014040626426,0.18775018925755643
frozenset({'20725'}),frozenset({'22411'}),0.06976115123481837,0.045443479672157755,0.01033298168735968,0.14811942613416051,3.25942087187725,1.0,0.0071627922293138885,1.120528568923762,0.7451817693259791,0.09852979107557389,0.10756403028574854,0.18775018925755643
frozenset({'20725'}),frozenset({'22662'}),0.06976115123481837,0.02358732992507236,0.011874814033379318,0.17022101589763472,7.216629285228965,1.0,0.010229334743250787,1.1767141477211394,0.9260322271466052,0.14575033200531207,0.15017593530541756,0.3368306914350559
frozenset({'22662'}),frozenset({'20725'}),0.02358732992507236,0.06976115123481837,0.011874814033379318,0.5034403669724771,7.216629285228966,1.0,0.010229334743250787,1.8733678432407352,0.8822408591177038,0.14575033200531207,0.4662020042630272,0.3368306914350559
frozenset({'23206'}),frozenset({'20725'}),0.02342503178338608,0.06976115123481837,0.010522329519327004,0.4491916859122402,6.438994740786974,1.0,0.00888817233440578,1.6888613061439148,0.8649579213770484,0.12729057591623036,0.4078850664870488,0.30001267118411545
frozenset({'20725'}),frozenset({'23206'}),0.06976115123481837,0.02342503178338608,0.010522329519327004,0.15083365645599067,6.438994740786973,1.0,0.00888817233440578,1.1500396543518938,0.9080423331048438,0.12729057591623036,0.13046476596187348,0.30001267118411545
frozenset({'23209'}),frozenset({'20725'}),0.02721198842273256,0.06976115123481837,0.011333820227758392,0.4165009940357853,5.9703859048115335,1.0,0.00943548058800002,1.5942423881733778,0.8557945095652207,0.13234365129500944,0.37274281036664575,0.2894835330783812
frozenset({'20725'}),frozenset({'23209'}),0.06976115123481837,0.02721198842273256,0.011333820227758392,0.1624660721209771,5.9703859048115335,1.0,0.00943548058800002,1.1614908712304504,0.894938585271708,0.13234365129500944,0.13903757251175938,0.2894835330783812
frozenset({'85099B'}),frozenset({'20725'}),0.08818199031621088,0.06976115123481837,0.022613541074954693,0.25644171779141106,3.6759960701941354,1.0,0.016461863912318218,1.2510637982568038,0.798366429478533,0.16709974015590648,0.2006802519636719,0.2902991838278498
frozenset({'20725'}),frozenset({'85099B'}),0.06976115123481837,0.08818199031621088,0.022613541074954693,0.3241566498642885,3.6759960701941354,1.0,0.016461863912318218,1.3491558502435412,0.7825569633990075,0.16709974015590648,0.25879578714387497,0.2902991838278498
frozenset({'20725'}),frozenset({'85123A'}),0.06976115123481837,0.13240823392572154,0.014146988016987206,0.20279177975959672,1.531564720313081,1.0,0.004910037185359737,1.0882875314715779,0.3731009225524117,0.0752409725219393,0.08112518881126556,0.15481774891963493
frozenset({'85123A'}),frozenset({'20725'}),0.13240823392572154,0.06976115123481837,0.014146988016987206,0.10684371807967315,1.531564720313081,1.0,0.004910037185359737,1.041518564662755,0.4000418010406384,0.0752409725219393,0.03986348978445584,0.15481774891963493
frozenset({'20726'}),frozenset({'20727'}),0.042873759095458354,0.05401823149124942,0.01804214341745787,0.420820189274448,7.790336293083159,1.0,0.01572617877373934,1.6333127484600978,0.9106801166452723,0.22881646655231563,0.3877473858311526,0.3774105953883507
frozenset({'20727'}),frozenset({'20726'}),0.05401823149124942,0.042873759095458354,0.01804214341745787,0.3340010015022534,7.7903362930831594,1.0,0.01572617877373934,1.4371286489371202,0.9214087054608346,0.22881646655231563,0.3041680710077099,0.3774105953883507
frozenset({'20728'}),frozenset({'20726'}),0.04860829343504017,0.042873759095458354,0.01869133598420298,0.3845297718419588,8.96888399698762,1.0,0.016607315721427717,1.5551137928620808,0.9338986264399569,0.25678186547751763,0.35696024008663163,0.41024595847618445
frozenset({'20726'}),frozenset({'20728'}),0.042873759095458354,0.04860829343504017,0.01869133598420298,0.4359621451104101,8.96888399698762,1.0,0.016607315721427717,1.6867515155542074,0.9283032582281868,0.25678186547751763,0.4071444484984292,0.41024595847618445
frozenset({'20726'}),frozenset({'22382'}),0.042873759095458354,0.05190835564932782,0.01985447266628797,0.4630914826498423,8.921328307494539,1.0,0.017628966331137315,1.7658346137436138,0.9276822957897194,0.26498194945848375,0.43369554984542136,0.42279118165842816
frozenset({'22382'}),frozenset({'20726'}),0.05190835564932782,0.042873759095458354,0.01985447266628797,0.38249088066701403,8.921328307494537,1.0,0.017628966331137315,1.549979119236975,0.9365224066825516,0.26498194945848375,0.3548300182958072,0.42279118165842816
frozenset({'22383'}),frozenset({'20726'}),0.05420757932321675,0.042873759095458354,0.01850198815223566,0.3413173652694611,7.960985284950604,1.0,0.016177905455184115,1.4530916566459862,0.924502447309465,0.23545611015490536,0.31181216585594357,0.38643155329719114
frozenset({'20726'}),frozenset({'22383'}),0.042873759095458354,0.05420757932321675,0.01850198815223566,0.4315457413249212,7.960985284950604,1.0,0.016177905455184115,1.663796877661156,0.9135549420691681,0.23545611015490536,0.39896509398086694,0.38643155329719114
frozenset({'22384'}),frozenset({'20726'}),0.04990667856853039,0.042873759095458354,0.01717655332846439,0.34417344173441733,8.027601241312098,1.0,0.015036866414262742,1.4594197640238673,0.9214145250975845,0.22719141323792486,0.314796178144915,0.37240217828045785
frozenset({'20726'}),frozenset({'22384'}),0.042873759095458354,0.04990667856853039,0.01717655332846439,0.40063091482649843,8.027601241312098,1.0,0.015036866414262742,1.5851556994409255,0.9146440136651469,0.22719141323792486,0.3691471441242689,0.37240217828045785
frozenset({'85099B'}),frozenset({'20726'}),0.08818199031621088,0.042873759095458354,0.010468230138764911,0.1187116564417178,2.768865127440925,1.0,0.006687536729389645,1.0860534442564587,0.7006235846046069,0.08681022880215344,0.07923499963242894,0.1814378471483037
frozenset({'20726'}),frozenset({'85099B'}),0.042873759095458354,0.08818199031621088,0.010468230138764911,0.2441640378548896,2.7688651274409244,1.0,0.006687536729389645,1.2063702381876509,0.667457619642683,0.08681022880215344,0.1710670834334277,0.1814378471483037
frozenset({'20728'}),frozenset({'20727'}),0.04860829343504017,0.05401823149124942,0.020043820498255295,0.41235392320534225,7.633606503244015,1.0,0.017418086451086716,1.6097814753884705,0.9133990923033642,0.24271208647232229,0.3787976720513067,0.3917052540413291
frozenset({'20727'}),frozenset({'20728'}),0.05401823149124942,0.04860829343504017,0.020043820498255295,0.37105658487731596,7.633606503244015,1.0,0.017418086451086716,1.512682514339351,0.918622694569768,0.24271208647232229,0.33892274782012666,0.3917052540413291
frozenset({'21931'}),frozenset({'20727'}),0.046363169141713324,0.05401823149124942,0.01011658416511131,0.2182030338389732,4.039433128689534,1.0,0.007612127761746287,1.210009515838805,0.7890220752242827,0.11207671561282591,0.17356021840309388,0.20274197761052315
frozenset({'20727'}),frozenset({'21931'}),0.05401823149124942,0.046363169141713324,0.01011658416511131,0.1872809213820731,4.039433128689534,1.0,0.007612127761746287,1.1733904813456553,0.7954069902216655,0.11207671561282591,0.14776878123879908,0.20274197761052315
frozenset({'20727'}),frozenset({'22382'}),0.05401823149124942,0.05190835564932782,0.021288106251183422,0.3940911367050576,7.59205587954626,1.0,0.018484108679387927,1.5647429865853655,0.917864805549286,0.2515180568871844,0.36091741035233305,0.4021002843504443
frozenset({'22382'}),frozenset({'20727'}),0.05190835564932782,0.05401823149124942,0.021288106251183422,0.4101094319958311,7.59205587954626,1.0,0.018484108679387927,1.6036563725868307,0.9158221962815871,0.2515180568871844,0.37642501405278167,0.4021002843504443
frozenset({'22383'}),frozenset({'20727'}),0.05420757932321675,0.05401823149124942,0.022856988287484108,0.4216566866267465,7.805821756586976,1.0,0.01992879071902232,1.6356751200099535,0.9218624203239587,0.2677439797211661,0.3886316495454704,0.4223956943399131
frozenset({'20727'}),frozenset({'22383'}),0.05401823149124942,0.05420757932321675,0.022856988287484108,0.4231347020530796,7.805821756586976,1.0,0.01992879071902232,1.639537729246125,0.9216779002238138,0.2677439797211661,0.39007198055770914,0.4223956943399131
frozenset({'22384'}),frozenset({'20727'}),0.04990667856853039,0.05401823149124942,0.022721739836078877,0.45528455284552843,8.428349841835924,1.0,0.020025869320204625,1.736653097411587,0.92764867733906,0.2798134576948701,0.4241797619280093,0.43795774963257894
frozenset({'20727'}),frozenset({'22384'}),0.05401823149124942,0.04990667856853039,0.022721739836078877,0.42063094641962945,8.428349841835924,1.0,0.020025869320204625,1.6398758538449825,0.9316805485204489,0.2798134576948701,0.39019774109404626,0.43795774963257894
frozenset({'22662'}),frozenset({'20727'}),0.02358732992507236,0.05401823149124942,0.010143633855392355,0.430045871559633,7.961124599743652,1.0,0.008869488007239322,1.6597507085304435,0.8955123509802293,0.1503608660785886,0.3974998806384557,0.30891377203419806
frozenset({'20727'}),frozenset({'22662'}),0.05401823149124942,0.02358732992507236,0.010143633855392355,0.18778167250876313,7.961124599743651,1.0,0.008869488007239322,1.2021554267198706,0.9243197224446225,0.1503608660785886,0.16816080701932193,0.30891377203419806
frozenset({'85099B'}),frozenset({'20727'}),0.08818199031621088,0.05401823149124942,0.013714192972490465,0.15552147239263803,2.8790552393006688,1.0,0.00895075780623027,1.1201963550085459,0.7157830071660434,0.10673684210526316,0.10729936271541334,0.2047011468122429
frozenset({'20727'}),frozenset({'85099B'}),0.05401823149124942,0.08818199031621088,0.013714192972490465,0.2538808212318478,2.879055239300669,1.0,0.00895075780623027,1.2220809163345818,0.6899327859018688,0.10673684210526316,0.1817235776831167,0.2047011468122429
frozenset({'85123A'}),frozenset({'20727'}),0.13240823392572154,0.05401823149124942,0.011144472395791067,0.08416751787538304,1.558131681690053,1.0,0.0039920137642439355,1.0329200885233847,0.4128735823892685,0.06358024691358023,0.031870895811936285,0.14523849103583875
frozenset({'20727'}),frozenset({'85123A'}),0.05401823149124942,0.13240823392572154,0.011144472395791067,0.20630946419629442,1.558131681690053,1.0,0.0039920137642439355,1.0931108876027342,0.3786602791248255,0.06358024691358023,0.0851797275635346,0.14523849103583875
frozenset({'20728'}),frozenset({'22382'}),0.04860829343504017,0.05190835564932782,0.019178230409261813,0.39454646633277685,7.600827677882453,1.0,0.016655053826128863,1.5659197471490423,0.91280528796066,0.235783172597273,0.3613976694395557,0.382004864224231
frozenset({'22382'}),frozenset({'20728'}),0.05190835564932782,0.04860829343504017,0.019178230409261813,0.3694632621156852,7.600827677882452,1.0,0.016655053826128863,1.5088600701637669,0.9159825274793817,0.235783172597273,0.3372480193663927,0.382004864224231
frozenset({'20728'}),frozenset({'22383'}),0.04860829343504017,0.05420757932321675,0.022099596959614814,0.45464663327768506,8.387141410001366,1.0,0.019464659037468676,1.7342744693430405,0.9257699633387579,0.27379356568364616,0.42339000101938334,0.431165632008104
frozenset({'22383'}),frozenset({'20728'}),0.05420757932321675,0.04860829343504017,0.022099596959614814,0.40768463073852296,8.387141410001366,1.0,0.019464659037468676,1.6062249199293845,0.9312507121564648,0.27379356568364616,0.37742218565257746,0.431165632008104
frozenset({'20728'}),frozenset({'22384'}),0.04860829343504017,0.04990667856853039,0.02158565284427493,0.44407345575959933,8.898076740366735,1.0,0.019159774368047576,1.7090267253376885,0.9329660512591611,0.280590717299578,0.41487164292155304,0.43829689048142567
frozenset({'22384'}),frozenset({'20728'}),0.04990667856853039,0.04860829343504017,0.02158565284427493,0.432520325203252,8.898076740366736,1.0,0.019159774368047576,1.676521202113038,0.9342410304887603,0.280590717299578,0.4035267798942063,0.43829689048142567
frozenset({'85099B'}),frozenset({'20728'}),0.08818199031621088,0.04860829343504017,0.013416646379398956,0.1521472392638037,3.130067494904596,1.0,0.009130270318422708,1.1221190171496993,0.746331026747906,0.10874808156106118,0.10882893461684176,0.2140814103942836
frozenset({'20728'}),frozenset({'85099B'}),0.04860829343504017,0.08818199031621088,0.013416646379398956,0.2760155815247635,3.130067494904596,1.0,0.009130270318422708,1.2594442455048187,0.7152869492961778,0.10874808156106118,0.20599899235779712,0.2140814103942836
frozenset({'20728'}),frozenset({'85123A'}),0.04860829343504017,0.13240823392572154,0.010360031377640726,0.213132999443517,1.609665752079138,1.0,0.003923893089763813,1.1025901015809607,0.39810417674396237,0.0607069266127754,0.09304464227808755,0.14568805232645718
frozenset({'85123A'}),frozenset({'20728'}),0.13240823392572154,0.04860829343504017,0.010360031377640726,0.07824310520939735,1.609665752079138,1.0,0.003923893089763813,1.0321503554156646,0.43655671585828537,0.0607069266127754,0.03114890698527837,0.14568805232645718
frozenset({'20914'}),frozenset({'21212'}),0.04841894560307285,0.06784062322486407,0.010901025183261652,0.22513966480446929,3.3186556093127693,1.0,0.007616253737658398,1.20300308898882,0.7342234895522275,0.10346598202824134,0.16874693909510535,0.19291273511355841
frozenset({'21212'}),frozenset({'20914'}),0.06784062322486407,0.04841894560307285,0.010901025183261652,0.16068580542264754,3.3186556093127693,1.0,0.007616253737658398,1.133760230131826,0.7495211438715595,0.10346598202824134,0.11797929277892653,0.19291273511355841
frozenset({'20914'}),frozenset({'85123A'}),0.04841894560307285,0.13240823392572154,0.011036273634666883,0.22793296089385473,1.7214409869836396,1.0,0.004625206558818426,1.1237259488226905,0.4404157950738212,0.0649992034411343,0.11010331206849522,0.15564165920075781
frozenset({'85123A'}),frozenset({'20914'}),0.13240823392572154,0.04841894560307285,0.011036273634666883,0.08335035750766089,1.7214409869836398,1.0,0.004625206558818426,1.0381077025346463,0.4830512955946236,0.0649992034411343,0.036708813971423726,0.15564165920075781
frozenset({'20971'}),frozenset({'20972'}),0.02713083935188942,0.03310882090400065,0.01541832346019638,0.5682951146560319,17.164462494868335,1.0,0.014520053359119461,2.2397040476519336,0.9680028213780852,0.34399517199758595,0.5535124379275099,0.5169906945829179
frozenset({'20972'}),frozenset({'20971'}),0.03310882090400065,0.02713083935188942,0.01541832346019638,0.46568627450980393,17.164462494868335,1.0,0.014520053359119461,1.8207826492863721,0.9739876758619168,0.34399517199758595,0.45078562760253965,0.5169906945829179
frozenset({'21034'}),frozenset({'85123A'}),0.05023127485190294,0.13240823392572154,0.011658416511130948,0.2320947765212709,1.752872685028573,1.0,0.0050073821201529695,1.1298162058905576,0.4522236830210942,0.06818541370036388,0.11490028662514384,0.1600719030716671
frozenset({'85123A'}),frozenset({'21034'}),0.13240823392572154,0.05023127485190294,0.011658416511130948,0.08804902962206333,1.7528726850285727,1.0,0.0050073821201529695,1.0414690657705947,0.4950576154591464,0.06818541370036388,0.0398178564621229,0.1600719030716671
frozenset({'21080'}),frozenset({'21086'}),0.045200032459628336,0.01679785766452974,0.01098217425410479,0.24296828246558946,14.464242245523957,1.0,0.01022291054241583,1.2987595097569729,0.9749308979953092,0.21527041357370097,0.23003451178800421,0.4483762507335999
